,Julian,Draxler,C,1993-09-20,,28,12,Germania,PSG
,Neymar,,A,1992-02-05,Puma,29,80,Brasile,PSG
,Kylian,Mbappé,A,1998-12-20,Nike,23,100,Francia,PSG
,Moise,Kean,A,2000-02-28,Adidas,21,20,Italia,PSG
,Alfred,Gomis,P,1993-09-05,,28,5,Senegal,Stade Rennais
,Romain,Salin,P,1984-07-29,,37,1,Francia,Stade Rennais
,Nayef,Aguerd,D,1996-03-30,,25,5,Marocco,Stade Rennais
,Damien,Da Silva,D,1988-05-17,,33,3,Francia,Stade Rennais
,Faitout,Maouassa,D,1998-07-06,,23,7,Francia,Stade Rennais
,Adrien,Truffert,D,2001-11-20,,20,4,Francia,Stade Rennais
,Steven,Nzonzi,C,1988-12-15,,33,6,Francia,Stade Rennais
,Eduardo,Camavinga,C,2002-11-10,Adidas,19,35,Francia,Stade Rennais
,Benjamin,Bourigeaud,C,1994-01-14,,27,8,Francia,Stade Rennais
,James,Léa Siliki,C,1996-06-12,,25,4,Francia,Stade Rennais
,Jérémy,Doku,A,2002-05-27,,19,4,Belgio,Stade Rennais
,Serhou,Guirassy,A,1996-03-12,,25,7,Francia,Stade Rennais
,Matz,Sels,P,1992-01-26,,29,4,Belgio,Strasburgo
,Bingourou,Kamara,P,1996-10-21,,25,1,Senegal,Strasburgo
,Mohamed,Simakan,D,2000-05-03,,21,10,Francia,Strasburgo
,Alexander,Djiku,D,1994-08-09,,27,4,Ghana,Strasburgo
,Stefan,Mitrovic,D,1990-05-22,,31,1,Serbia,Strasburgo
,Anthony,Caci,D,1997-07-01,,24,3,Francia,Strasburgo
,Ibrahima,Sissoko,C,1997-10-27,,24,4,Francia,Strasburgo
,Jean-Ricner,Bellegarde,C,1998-06-27,,23,3,Francia,Strasburgo
,Dimitri,Liénard,C,1988-01-13,,33,1,Francia,Strasburgo
,Adrien,Thomasson,C,1993-12-10,,28,4,Francia,Strasburgo
,Habib,Diallo,A,1995-06-15,,26,7,Senegal,Strasburgo
,Ludovic,Ajorque,A,1994-02-25,,27,5,Francia,Strasburgo
,Bernd,Leno,P,1992-03-04,Nike,29,15,Germania,Arsenal
,Alex,Rúnarsson,P,1995-02-18,,26,3,Islanda,Arsenal
,Cédric,Soares,D,1991-08-31,,30,7,Portogallo,Arsenal
,Calum,Chambers,D,1995-01-20,,26,8,Inghilterra,Arsenal
,David,Luiz,D,1987-04-22,Nike,34,13,Brasile,Arsenal
,Héctor,Bellerín,D,1995-03-19,Adidas,26,22,Spagna,Arsenal
